ProductCode,BrandName,Week,Color,Target,Price,RankA,RankB,RankC,RankD,Rating,ReviewCount,Recommend,ReviewCountFromSite,ReviewCorrected_1,ReviewCorrected_2
303425660,Brand_2,2019W22,Nickel,3,159,230,222,226.714,3.251,4.73,26,96,26,0,0
303425660,Brand_2,2019W38,Nickel,4,159.22,608,208,297.857,154.847,4.77,30,96,30,4,4
303425660,Brand_2,2019W39,Nickel,1,159.22,219,122,170.571,42.704,4.77,30,96,30,0,0
303425660,Brand_2,2019W52,Nickel,1,159.22,319,266,283.286,19.576,4.78,32,96,32,2,2
303425660,Brand_2,2020W01,Nickel,2,159.22,258,242,250,11.314,4.78,32,96,32,32,0
303430821,Brand_2,2019W22,Chrome,2,89,348,338,342.571,4.392,4.67,21,95,21,21,0
303430821,Brand_2,2019W37,Chrome,1,89.77,410,397,404.2,6.611,4.67,21,95,21,0,0
303430821,Brand_2,2019W38,Chrome,2,89.77,428,406,416.143,8.112,4.67,21,95,21,0,0
303430821,Brand_2,2019W39,Chrome,1,89.77,425,402,411,10,4.67,21,95,21,0,0
303430821,Brand_2,2019W52,Chrome,1,89.77,482,325,397.667,52.671,4.55,22,95,22,22,1
303425575,Brand_2,2019W21,Nickel,1,129,120,117,118.571,1.134,4.5,36,100,36,36,0
303425575,Brand_2,2019W22,Nickel,1,129,121,118,120,1,4.5,36,100,36,0,0
303425575,Brand_2,2019W37,Nickel,4,129.36,115,110,112.286,2.289,4.53,38,100,38,2,2
303425575,Brand_2,2019W38,Nickel,2,129.36,126,121,123.571,2.299,4.53,38,100,38,0,0
303425575,Brand_2,2019W39,Nickel,0,129.36,123,86,102.571,18.555,4.54,39,100,39,1,1
303425575,Brand_2,2019W49,Nickel,2,129.36,148,140,145.714,2.69,4.54,39,100,39,0,0
303425575,Brand_2,2019W50,Nickel,1,129.36,158,140,152.286,7.135,4.54,39,100,39,0,0
303425575,Brand_2,2020W01,Nickel,2,129.36,148,141,144.5,4.95,4.55,40,100,40,40,1
303425593,Brand_2,2019W19,Chrome,74,109,127,125,126.571,0.787,4.44,36,100,36,36,0
303425593,Brand_2,2019W20,Chrome,76,109,128,124,126.571,1.813,4.44,36,100,36,0,0
303425593,Brand_2,2019W21,Chrome,68,109,121,118,119.571,1.134,4.41,37,100,37,1,1
303425593,Brand_2,2019W22,Chrome,63,109,122,119,121,1,4.41,37,100,37,0,0
303425593,Brand_2,2019W36,Chrome,50,109,122,113,118,3.266,4.44,39,100,39,2,2
303425593,Brand_2,2019W37,Chrome,73,109,116,111,113.286,2.289,4.44,39,100,39,0,0
303425593,Brand_2,2019W38,Chrome,39,109,127,122,124.571,2.299,4.44,39,100,39,0,0
303425593,Brand_2,2019W39,Chrome,54,109,124,87,103.714,18.732,4.41,41,100,41,2,2
303425593,Brand_2,2019W49,Chrome,49,109,149,141,146.714,2.69,4.41,41,100,41,0,0
303425593,Brand_2,2019W50,Chrome,42,109,159,141,153.143,7.01,4.41,41,100,41,0,0
303425593,Brand_2,2019W51,Chrome,54,109,151,138,143.857,4.634,4.41,41,100,41,0,0
303425593,Brand_2,2019W52,Chrome,16,109,155,136,144.286,6.13,4.41,41,100,41,0,0
303425593,Brand_2,2020W01,Chrome,37,109,149,142,145.5,4.95,4.43,42,100,42,42,1
303430895,Brand_2,2019W19,Chrome,3,199,220,212,216,2.769,4.55,38,98,38,38,0
303430895,Brand_2,2019W20,Chrome,1,199,223,213,219.143,3.671,4.55,38,98,38,0,0
303430895,Brand_2,2019W22,Chrome,3,199,234,215,224.857,7.313,4.55,38,98,38,0,0
303430895,Brand_2,2019W36,Chrome,1,195.68,225,218,220.714,2.498,4.55,42,98,42,4,4
303430895,Brand_2,2019W37,Chrome,1,195.68,226,223,224.429,0.976,4.55,42,98,42,0,0
303430895,Brand_2,2019W38,Chrome,3,195.68,227,224,225.857,0.9,4.55,42,98,42,0,0
303430895,Brand_2,2019W49,Chrome,4,195.68,299,255,271.333,17.907,4.53,45,91,45,3,3
303430895,Brand_2,2019W50,Chrome,2,195.68,307,285,293.571,7.3,4.53,45,91,45,0,0
303430895,Brand_2,2019W51,Chrome,2,195.68,305,272,287.714,12.459,4.49,47,91,47,2,2
303430895,Brand_2,2019W52,Chrome,3,195.68,286,258,272.286,8.18,4.42,48,91,48,1,1
303430895,Brand_2,2020W01,Chrome,2,195.68,276,269,272.5,4.95,4.42,48,91,48,48,0
303430852,Brand_2,2019W19,Nickel,36,103.99,200,196,198.143,1.773,4.64,28,100,28,28,0
303430852,Brand_2,2019W20,Nickel,19,103.99,204,191,196.857,4.298,4.64,28,100,28,0,0
303430852,Brand_2,2019W21,Nickel,31,103.99,206,195,200.143,4.059,4.64,28,100,28,0,0
303430852,Brand_2,2019W22,Nickel,34,103.99,205,191,197.857,5.273,4.64,28,100,28,0,0
303430852,Brand_2,2019W36,Nickel,35,103.99,183,175,179.286,2.984,4.61,31,100,31,3,3
303430852,Brand_2,2019W37,Nickel,29,103.99,181,178,179.286,1.38,4.61,31,100,31,0,0
303430852,Brand_2,2019W38,Nickel,31,103.99,193,185,189.429,3.552,4.61,31,100,31,0,0
303430852,Brand_2,2019W39,Nickel,22,103.99,188,97,147.857,36.626,4.61,31,100,31,0,0
303430852,Brand_2,2019W49,Nickel,29,103.99,210,197,203.714,4.424,4.63,35,100,35,4,4
303430852,Brand_2,2019W50,Nickel,18,103.99,226,202,212.429,7.368,4.63,35,100,35,0,0
303430852,Brand_2,2019W51,Nickel,26,103.99,233,220,226,5.657,4.61,36,100,36,1,1
303430852,Brand_2,2019W52,Nickel,21,103.99,302,217,240.143,30.954,4.61,36,100,36,0,0
303430852,Brand_2,2020W01,Nickel,15,103.99,242,238,240,2.828,4.61,36,100,36,36,0
303430859,Brand_2,2019W19,Chrome,36,99,201,197,199.143,1.773,4.64,28,100,28,28,0
303430859,Brand_2,2019W20,Chrome,39,99,205,192,197.857,4.298,4.64,28,100,28,0,0
303430859,Brand_2,2019W21,Chrome,33,99,207,196,201.143,4.059,4.64,28,100,28,0,0
303430859,Brand_2,2019W22,Chrome,27,99,206,192,198.857,5.273,4.64,28,100,28,0,0
303430859,Brand_2,2019W36,Chrome,41,99,184,176,180.286,2.984,4.61,31,100,31,3,3
303430859,Brand_2,2019W37,Chrome,17,99,182,179,180.286,1.38,4.61,31,100,31,0,0
303430859,Brand_2,2019W38,Chrome,22,99,194,186,190.286,3.729,4.61,31,100,31,0,0
303430859,Brand_2,2019W39,Chrome,32,99,189,96,148.286,37.304,4.61,31,100,31,0,0
303430859,Brand_2,2019W49,Chrome,27,99,211,198,204.714,4.424,4.63,35,100,35,4,4
303430859,Brand_2,2019W50,Chrome,39,99,227,203,213.571,7.277,4.63,35,100,35,0,0
303430859,Brand_2,2019W51,Chrome,30,99,234,221,227,5.657,4.61,36,100,36,1,1
303430859,Brand_2,2019W52,Chrome,23,99,304,218,241.286,31.287,4.61,36,100,36,0,0
303430859,Brand_2,2020W01,Chrome,31,99,243,239,241,2.828,4.61,36,100,36,36,0
303430709,Brand_2,2019W19,Chrome,4,199,90,80,85.286,3.302,4.5,18,100,18,18,0
303430709,Brand_2,2019W20,Chrome,1,199,82,80,80.286,0.756,4.5,18,100,18,0,0
303430709,Brand_2,2019W22,Chrome,3,199,87,85,85.857,1.069,4.5,18,100,18,0,0
303430709,Brand_2,2019W37,Chrome,1,179,74,67,72,2.769,4.33,21,100,21,3,3
303430709,Brand_2,2019W38,Chrome,1,179,74,70,71.429,1.813,4.33,21,100,21,0,0
303430709,Brand_2,2019W49,Chrome,1,179,86,62,70.571,8.886,3.96,24,100,24,3,3
303430709,Brand_2,2019W50,Chrome,3,179,84,70,77.286,5.09,3.84,25,100,25,1,1
303430709,Brand_2,2019W52,Chrome,1,179,77,59,66.286,7.342,3.84,25,100,25,0,0
303430709,Brand_2,2020W01,Chrome,1,179,70,66,68,2.828,3.84,25,100,25,25,0
304216166,Brand_3,2019W19,Black,11,228,73,65,69.714,2.928,4.41,298,84,298,298,3
304216166,Brand_3,2019W20,Black,12,228,78,65,72.286,4.309,4.41,301,84,301,3,3
304216166,Brand_3,2019W21,Black,14,228,78,70,74.429,3.047,4.41,302,84,302,1,1
304216166,Brand_3,2019W22,Black,17,228,70,67,68.714,1.254,4.42,303,84,303,1,1
304216166,Brand_3,2019W23,Black,15,228,70,65,69,1.826,4.42,304,84,304,1,1
304216166,Brand_3,2019W24,Black,14,228,73,68,71.286,1.89,4.41,306,84,306,2,2
304216166,Brand_3,2019W25,Black,26,228,77,61,69.714,4.889,4.41,306,84,306,306,0
304216169,Brand_3,2019W19,Stainless Steel,252,214,119,114,116.429,2.225,4.74,85,94,85,85,3
304216169,Brand_3,2019W20,Stainless Steel,270,214,124,119,121.143,2.193,4.73,88,94,88,3,3
304216169,Brand_3,2019W21,Stainless Steel,284,214,126,121,124.571,1.813,4.73,89,94,89,1,1
304216169,Brand_3,2019W22,Stainless Steel,265,214,130,121,125.143,2.795,4.73,89,94,89,0,0
304216169,Brand_3,2019W23,Stainless Steel,279,214,124,123,123.667,0.516,4.7,91,94,91,2,2
304216169,Brand_3,2019W24,Stainless Steel,249,214,128,120,124.286,2.43,4.71,93,94,93,2,2
304216169,Brand_3,2019W25,Stainless Steel,311,214,138,128,132.857,3.024,4.72,97,94,97,97,4
303781086,Brand_1,2019W19,Stainless Steel,53,114,26,26,26,0,4.26,70,100,70,70,0
303781086,Brand_1,2019W20,Stainless Steel,54,114,24,24,24,0,4.26,70,100,70,0,0
303781086,Brand_1,2019W21,Stainless Steel,47,114,26,24,24.571,0.976,4.26,70,100,70,0,0
303781086,Brand_1,2019W22,Stainless Steel,48,114,24,24,24,0,4.26,70,100,70,0,0
303781086,Brand_1,2019W36,Stainless Steel,35,103.23,31,25,28.286,2.498,4.21,85,100,85,15,15
303781086,Brand_1,2019W37,Stainless Steel,38,103.23,31,27,29.714,1.704,4.22,86,100,86,1,1
303781086,Brand_1,2019W38,Stainless Steel,55,103.23,39,38,38.143,0.378,4.22,86,100,86,0,0
303781086,Brand_1,2019W39,Stainless Steel,51,103.23,38,13,23.714,13.363,4.23,87,100,87,1,1
303781086,Brand_1,2019W49,Stainless Steel,45,103.23,55,51,53,1.633,4.23,87,100,87,0,0
303781086,Brand_1,2019W50,Stainless Steel,40,103.23,61,50,55.571,4.429,4.24,88,100,88,1,1
303781086,Brand_1,2019W51,Stainless Steel,38,103.23,57,50,53.857,2.34,4.21,89,100,89,1,1
303781086,Brand_1,2019W52,Stainless Steel,60,103.23,67,48,53.429,6.347,4.21,89,100,89,0,0
303781086,Brand_1,2020W01,Stainless Steel,49,103.23,52,48,50,2.828,4.21,89,100,89,89,0
304924820,Brand_3,2019W19,Bronze,85,159,6,6,6,0,4.47,364,93,364,364,4
304924820,Brand_3,2019W20,Bronze,89,159,6,6,6,0,4.47,368,93,368,4,4
304924820,Brand_3,2019W21,Bronze,110,159,6,6,6,0,4.46,372,93,372,4,4
304924820,Brand_3,2019W22,Bronze,105,159,6,6,6,0,4.45,380,93,380,8,8
304924820,Brand_3,2019W23,Bronze,98,159,6,6,6,0,4.46,385,93,385,5,5
304924820,Brand_3,2019W24,Bronze,93,159,3,3,3,0,4.47,392,93,392,7,7
304924820,Brand_3,2019W25,Bronze,81,159,3,3,3,0,4.47,401,93,401,401,9
304216170,Brand_3,2019W19,Black,26,259,189,153,177.286,13.187,4.67,27,93,27,27,0
304216170,Brand_3,2019W20,Black,34,259,185,181,183.143,1.464,4.67,27,93,27,0,0
304216170,Brand_3,2019W21,Black,16,259,182,164,170.857,7.946,4.66,29,93,29,2,2
304216170,Brand_3,2019W22,Black,24,259,165,161,163.714,1.496,4.66,29,93,29,0,0
304216170,Brand_3,2019W23,Black,12,259,175,170,172.5,2.074,4.67,30,93,30,1,1
304216170,Brand_3,2019W24,Black,22,259,177,169,174,2.517,4.68,31,93,31,1,1
304216170,Brand_3,2019W25,Black,25,259,179,164,171.286,4.68,4.59,32,93,32,32,1
305718373,Brand_3,2019W19,Chrome,942,64,20,20,20,0,4.35,81,96,81,81,1
305718373,Brand_3,2019W20,Chrome,929,64,19,17,18.429,0.976,4.32,82,96,82,1,1
305718373,Brand_3,2019W21,Chrome,936,64,19,19,19,0,4.3,84,95,84,2,2
305718373,Brand_3,2019W22,Chrome,863,64,19,19,19,0,4.3,84,95,84,0,0
305718373,Brand_3,2019W23,Chrome,990,64,19,19,19,0,4.3,84,95,84,0,0
305718373,Brand_3,2019W24,Chrome,870,64,19,19,19,0,4.31,87,95,87,3,3
305718373,Brand_3,2019W25,Chrome,1012,64,19,19,19,0,4.31,90,95,90,90,3
305716254,Brand_3,2019W19,Stainless Steel,722,78,24,24,24,0,4.69,87,94,87,87,4
305716254,Brand_3,2019W20,Stainless Steel,711,78,21,20,20.571,0.535,4.67,91,94,91,4,4
305716254,Brand_3,2019W21,Stainless Steel,669,78,22,20,20.714,0.951,4.67,91,94,91,0,0
305716254,Brand_3,2019W22,Stainless Steel,745,78,22,22,22,0,4.67,92,94,92,1,1
305716254,Brand_3,2019W23,Stainless Steel,682,78,20,20,20,0,4.66,98,94,98,6,6
305716254,Brand_3,2019W24,Stainless Steel,658,78,22,20,20.429,0.787,4.67,101,94,101,3,3
305716254,Brand_3,2019W25,Stainless Steel,724,78,20,20,20,0,4.68,105,94,105,105,4
305716253,Brand_3,2019W19,Chrome,1565,64,13,13,13,0,4.22,152,92,152,152,3
305716253,Brand_3,2019W20,Chrome,1587,64,12,12,12,0,4.23,155,92,155,3,3
305716253,Brand_3,2019W21,Chrome,1556,64,12,11,11.571,0.535,4.22,157,92,157,2,2
305716253,Brand_3,2019W22,Chrome,1507,64,11,11,11,0,4.23,159,92,159,2,2
305716253,Brand_3,2019W23,Chrome,1623,64,11,11,11,0,4.22,162,92,162,3,3
305716253,Brand_3,2019W24,Chrome,1590,64,11,11,11,0,4.22,168,92,168,6,6
305716253,Brand_3,2019W25,Chrome,1606,64,11,11,11,0,4.24,172,92,172,172,4
305718393,Brand_3,2019W19,Chrome,1031,54,27,27,27,0,4.4,75,96,75,75,1
305718393,Brand_3,2019W20,Chrome,976,54,24,24,24,0,4.39,76,96,76,1,1
305718393,Brand_3,2019W21,Chrome,986,54,24,24,24,0,4.43,80,96,80,4,4
305718393,Brand_3,2019W22,Chrome,900,54,24,24,24,0,4.43,82,96,82,2,2
305718393,Brand_3,2019W23,Chrome,1118,54,24,23,23.857,0.378,4.43,84,96,84,2,2
305718393,Brand_3,2019W24,Chrome,956,54,23,23,23,0,4.43,84,96,84,0,0
305718393,Brand_3,2019W25,Chrome,980,54,23,23,23,0,4.42,86,96,86,86,2
305599569,Brand_3,2019W19,Chrome,241,139,34,33,33.429,0.535,4.48,42,95,42,42,0
305599569,Brand_3,2019W20,Chrome,243,139,30,30,30,0,4.48,42,95,42,0,0
305599569,Brand_3,2019W21,Chrome,190,139,30,30,30,0,4.48,44,95,44,2,2
305599569,Brand_3,2019W22,Chrome,212,139,30,30,30,0,4.49,45,95,45,1,1
305599569,Brand_3,2019W23,Chrome,245,139,32,30,30.429,0.787,4.49,45,95,45,0,0
305599569,Brand_3,2019W24,Chrome,213,139,32,32,32,0,4.5,46,95,46,1,1
305599569,Brand_3,2019W25,Chrome,224,139,32,30,31.286,0.951,4.53,49,95,49,49,3
305608949,Brand_3,2019W19,Stainless Steel,130,149,24,24,24,0,4.67,43,97,43,43,1
305608949,Brand_3,2019W20,Stainless Steel,190,149,21,21,21,0,4.68,44,95,44,1,1
305608949,Brand_3,2019W21,Stainless Steel,186,139,21,21,21,0,4.64,45,95,45,1,1
305608949,Brand_3,2019W22,Stainless Steel,182,139,21,21,21,0,4.65,46,93,46,1,1
305608949,Brand_3,2019W23,Stainless Steel,166,139,23,23,23,0,4.65,46,93,46,0,0
305608949,Brand_3,2019W24,Stainless Steel,160,139,23,23,23,0,4.65,46,93,46,0,0
305608949,Brand_3,2019W25,Stainless Steel,192,139,23,19,22.143,1.574,4.62,47,93,47,47,1
305717959,Brand_3,2019W19,Stainless Steel,104,159,25,25,25,0,4.65,23,95,23,23,1
305717959,Brand_3,2019W20,Stainless Steel,112,159,23,22,22.286,0.488,4.63,24,95,24,1,1
305717959,Brand_3,2019W21,Stainless Steel,88,159,23,23,23,0,4.64,25,95,25,1,1
305717959,Brand_3,2019W22,Stainless Steel,99,159,23,22,22.571,0.535,4.64,25,96,25,0,0
305717959,Brand_3,2019W23,Stainless Steel,118,159,26,26,26,0,4.64,25,96,25,0,0
305717959,Brand_3,2019W24,Stainless Steel,80,159,24,24,24,0,4.62,26,96,26,1,1
305717959,Brand_3,2019W25,Stainless Steel,112,159,24,20,23.143,1.574,4.62,26,96,26,26,0
308674559,Brand_3,2019W23,Stainless Steel,1,249,1060,1060,1060,0,NA,NA,NA,NA,NA,NA
308674559,Brand_3,2019W24,Stainless Steel,0,249,1061,898,968.571,79.751,NA,NA,NA,NA,NA,NA
308674559,Brand_3,2019W25,Stainless Steel,0,249,900,880,891.333,8.383,NA,NA,NA,NA,NA,NA
307657684,Brand_1,2019W36,Stainless Steel,124,159,267,265,265.714,0.951,4.71,21,100,21,21,0
307657684,Brand_1,2019W37,Stainless Steel,108,159,271,264,269,2.309,4.71,21,100,21,0,0
307657684,Brand_1,2019W38,Stainless Steel,119,159,260,256,257.571,1.397,4.73,22,100,22,1,1
307657684,Brand_1,2019W39,Stainless Steel,120,159,253,119,168.571,62.271,4.74,23,100,23,1,1
307657684,Brand_1,2019W49,Stainless Steel,141,159,253,236,248.143,6.619,4.79,28,100,28,5,5
307657684,Brand_1,2019W50,Stainless Steel,121,159,252,230,238,7.979,4.79,28,100,28,0,0
307657684,Brand_1,2019W51,Stainless Steel,137,159,253,230,240.571,9.108,4.67,33,96,33,5,5
307657684,Brand_1,2019W52,Stainless Steel,151,159,245,229,236.286,5.992,4.65,34,97,34,1,1
307657684,Brand_1,2020W01,Stainless Steel,163,159,246,226,236,14.142,4.65,34,97,34,34,0
307716711,Brand_1,2019W36,Nickel,74,79,94,76,85.714,5.88,4.94,32,100,32,32,0
307716711,Brand_1,2019W37,Nickel,57,79,83,69,76.714,5.219,4.94,32,100,32,0,0
307716711,Brand_1,2019W38,Nickel,56,79,86,79,82.286,2.289,4.94,33,100,33,1,1
307716711,Brand_1,2019W39,Nickel,59,79,90,75,81.429,5.381,4.91,35,100,35,2,2
307716711,Brand_1,2019W49,Nickel,93,69,181,143,166.429,13.575,4.93,40,100,40,5,5
307716711,Brand_1,2019W50,Nickel,83,69,165,101,133.714,22.381,4.93,40,100,40,0,0
307716711,Brand_1,2019W51,Nickel,66,69,141,112,124.429,11.674,4.93,40,100,40,0,0
307716711,Brand_1,2019W52,Nickel,95,69,147,105,136.429,14.129,4.93,40,100,40,0,0
307716711,Brand_1,2020W01,Nickel,78,69,136,132,134,2.828,4.93,40,100,40,40,0
308674557,Brand_3,2019W25,Stainless Steel,2,249,917,817,867,70.711,NA,NA,NA,NA,NA,NA
